HOSPITAL_ID,Total_Patients,Readmissions,Readmit_Rate_Pct,Avg_Risk_Score,Critical_Patients,High_Patients,Avg_LOS_Days,Avg_Charge_USD,Unique_Physicians,State_Code,Emergency_Admits,Critical_Pct,Est_Preventable_Savings,Hospital_Volume_Tier
HOSP-25173,2,0,0.0,0.0156,0,0,1.5,1769,1,46,0,0.0,0,Small (<5)
HOSP-86614,2,1,50.0,0.0746,0,0,0.0,104,1,44,2,0.0,0,Small (<5)
HOSP-86771,2,0,0.0,0.1108,0,0,0.0,2440,1,5,2,0.0,0,Small (<5)
HOSP-85979,2,1,50.0,0.5974,0,2,0.0,11927,1,3,2,0.0,0,Small (<5)
HOSP-86000,2,0,0.0,0.0766,0,0,0.0,113,1,46,2,0.0,0,Small (<5)
HOSP-86313,2,1,50.0,0.9145,2,0,0.0,1279,1,10,2,100.0,15000,Small (<5)
HOSP-72882,2,0,0.0,0.0691,0,0,0.0,107,1,18,2,0.0,0,Small (<5)
HOSP-72909,2,0,0.0,0.0214,0,0,2.0,26803,1,11,0,0.0,0,Small (<5)
HOSP-30420,2,0,0.0,0.0078,0,0,2.0,37973,1,45,0,0.0,0,Small (<5)
HOSP-30441,2,1,50.0,0.319,0,1,0.0,4651,1,19,2,0.0,0,Small (<5)
HOSP-30468,2,0,0.0,0.0241,0,0,1.0,1081,1,11,0,0.0,0,Small (<5)
HOSP-72447,2,0,0.0,0.0086,0,0,5.0,35647,1,39,0,0.0,0,Small (<5)
HOSP-72487,2,0,0.0,0.0459,0,0,0.0,9613,1,5,2,0.0,0,Small (<5)
HOSP-72508,2,0,0.0,0.099,0,0,0.0,127,1,50,2,0.0,0,Small (<5)
HOSP-48195,2,0,0.0,0.0326,0,0,3.0,14256,1,42,0,0.0,0,Small (<5)
HOSP-48489,2,0,0.0,0.0155,0,0,5.5,120,1,45,0,0.0,0,Small (<5)
HOSP-86404,2,0,0.0,0.139,0,0,0.0,2681,1,52,2,0.0,0,Small (<5)
HOSP-86431,2,0,0.0,0.0111,0,0,5.5,97,1,1,0,0.0,0,Small (<5)
HOSP-86465,2,0,0.0,0.0121,0,0,5.0,35175,1,10,0,0.0,0,Small (<5)
HOSP-85798,2,0,0.0,0.1567,0,0,0.0,2017,1,26,2,0.0,0,Small (<5)
HOSP-48821,2,0,0.0,0.0012,0,0,17.0,25019,1,31,0,0.0,0,Small (<5)
HOSP-39424,2,0,0.0,0.0219,0,0,2.0,25086,1,5,0,0.0,0,Small (<5)
HOSP-54404,2,0,0.0,0.0052,0,0,7.0,30966,1,5,0,0.0,0,Small (<5)
HOSP-14192,2,1,50.0,0.3995,1,0,0.5,3407,1,49,2,50.0,7500,Small (<5)
HOSP-36810,2,0,0.0,0.0154,0,0,3.5,116,1,11,0,0.0,0,Small (<5)
HOSP-36963,2,0,0.0,0.0274,0,0,1.0,1031,1,38,0,0.0,0,Small (<5)
HOSP-73026,2,0,0.0,0.0852,0,0,1.0,8049,1,51,2,0.0,0,Small (<5)
HOSP-72700,2,0,0.0,0.0254,0,0,1.0,1201,1,45,0,0.0,0,Small (<5)
HOSP-13168,2,1,50.0,0.071,0,0,0.5,110,1,42,2,0.0,0,Small (<5)
HOSP-13179,2,0,0.0,0.0082,0,0,21.0,126,1,8,0,0.0,0,Small (<5)
HOSP-85900,2,0,0.0,0.151,0,0,0.0,12317,1,45,2,0.0,0,Small (<5)
HOSP-85932,2,0,0.0,0.0094,0,0,18.0,99,1,17,0,0.0,0,Small (<5)
HOSP-17198,2,0,0.0,0.0311,0,0,1.0,918,1,18,0,0.0,0,Small (<5)
HOSP-73480,2,0,0.0,0.032,0,0,1.0,1082,1,50,0,0.0,0,Small (<5)
HOSP-73542,2,0,0.0,0.0071,0,0,8.0,17042,1,25,0,0.0,0,Small (<5)
HOSP-73626,2,0,0.0,0.0368,0,0,1.0,1345,1,5,0,0.0,0,Small (<5)
HOSP-29848,2,0,0.0,0.0359,0,0,0.0,119,1,14,2,0.0,0,Small (<5)
HOSP-29929,2,0,0.0,0.0212,0,0,1.0,1353,1,3,0,0.0,0,Small (<5)
HOSP-29994,2,1,50.0,0.0268,0,0,15.5,116,1,11,0,0.0,0,Small (<5)
HOSP-30124,2,0,0.0,0.0358,0,0,1.0,1111,1,14,0,0.0,0,Small (<5)
HOSP-30482,2,1,50.0,0.0672,0,0,0.0,132,1,38,2,0.0,0,Small (<5)
HOSP-30500,2,0,0.0,0.0158,0,0,1.0,1036,1,1,0,0.0,0,Small (<5)
HOSP-30619,2,0,0.0,0.0213,0,0,1.0,1092,1,14,0,0.0,0,Small (<5)
HOSP-30679,2,0,0.0,0.0216,0,0,1.0,967,1,32,0,0.0,0,Small (<5)
HOSP-85513,2,0,0.0,0.0584,0,0,0.0,165,1,33,2,0.0,0,Small (<5)
HOSP-03222,2,0,0.0,0.1916,0,0,0.5,1905,1,42,2,0.0,0,Small (<5)
HOSP-03251,2,0,0.0,0.2214,0,0,0.0,7548,1,45,2,0.0,0,Small (<5)
HOSP-03357,2,0,0.0,0.0277,0,0,2.0,26519,1,22,0,0.0,0,Small (<5)
HOSP-85131,2,0,0.0,0.0416,0,0,0.0,1643,1,26,2,0.0,0,Small (<5)
HOSP-73758,2,0,0.0,0.1478,0,0,0.0,5683,1,36,2,0.0,0,Small (<5)
HOSP-73881,2,0,0.0,0.0453,0,0,0.0,119,1,14,2,0.0,0,Small (<5)
HOSP-73968,2,0,0.0,0.0472,0,0,0.0,109,1,10,2,0.0,0,Small (<5)
HOSP-74183,2,0,0.0,0.0534,0,0,0.0,108,2,27,2,0.0,0,Small (<5)
HOSP-73080,2,0,0.0,0.0454,0,0,0.5,4057,1,20,2,0.0,0,Small (<5)
HOSP-73085,2,1,50.0,0.7061,1,1,0.0,10901,1,10,2,50.0,7500,Small (<5)
HOSP-73103,2,1,50.0,0.7568,2,0,0.0,13079,1,37,2,100.0,15000,Small (<5)
HOSP-73302,2,0,0.0,0.0508,0,0,3.0,14076,1,52,0,0.0,0,Small (<5)
HOSP-73337,2,0,0.0,0.0066,0,0,18.0,112,1,19,0,0.0,0,Small (<5)
HOSP-85299,2,0,0.0,0.0476,0,0,1.0,127,1,24,1,0.0,0,Small (<5)
HOSP-85318,2,1,50.0,0.4492,0,0,0.0,1368,1,5,2,0.0,0,Small (<5)
HOSP-85336,2,0,0.0,0.081,0,0,0.0,12965,1,11,2,0.0,0,Small (<5)
HOSP-25199,2,0,0.0,0.001,0,0,9.0,45822,1,33,0,0.0,0,Small (<5)
HOSP-25210,2,0,0.0,0.0941,0,0,0.0,2842,1,18,2,0.0,0,Small (<5)
HOSP-25283,2,0,0.0,0.4347,0,1,0.0,5789,1,42,2,0.0,0,Small (<5)
HOSP-25309,2,0,0.0,0.0078,0,0,6.0,19284,1,31,0,0.0,0,Small (<5)
HOSP-13449,2,0,0.0,0.1149,0,0,0.0,7335,1,51,2,0.0,0,Small (<5)
HOSP-48935,2,1,50.0,0.6622,0,2,0.0,13592,1,49,2,0.0,0,Small (<5)
HOSP-54115,2,0,0.0,0.3944,1,0,0.0,7494,1,5,2,50.0,7500,Small (<5)
HOSP-54227,2,0,0.0,0.0321,0,0,0.0,116,1,11,2,0.0,0,Small (<5)
HOSP-54288,2,0,0.0,0.0261,0,0,1.0,924,1,30,0,0.0,0,Small (<5)
HOSP-30289,2,0,0.0,0.0085,0,0,4.0,35814,1,39,0,0.0,0,Small (<5)
HOSP-73664,2,0,0.0,0.0217,0,0,1.0,1144,1,45,0,0.0,0,Small (<5)
HOSP-49414,2,0,0.0,0.0454,0,0,0.0,107,1,26,2,0.0,0,Small (<5)
HOSP-49446,2,0,0.0,0.0064,0,0,11.0,24776,1,16,0,0.0,0,Small (<5)
HOSP-49501,2,0,0.0,0.0151,0,0,1.5,103,1,25,0,0.0,0,Small (<5)
HOSP-49586,2,0,0.0,0.0748,0,0,0.0,109,1,10,2,0.0,0,Small (<5)
HOSP-03136,2,1,50.0,0.3628,0,0,0.0,13842,1,25,2,0.0,0,Small (<5)
HOSP-25515,2,1,50.0,0.5562,0,1,0.0,13642,1,36,2,0.0,0,Small (<5)
HOSP-25568,2,1,50.0,0.7396,2,0,0.0,10675,1,4,2,100.0,15000,Small (<5)
HOSP-25640,2,0,0.0,0.0223,0,0,1.0,1325,1,10,0,0.0,0,Small (<5)
HOSP-84668,2,0,0.0,0.0216,0,0,1.0,1323,1,5,0,0.0,0,Small (<5)
HOSP-29571,2,1,50.0,0.6534,0,2,0.0,16155,1,39,2,0.0,0,Small (<5)
HOSP-29601,2,1,50.0,0.39,0,0,0.0,1368,1,5,2,0.0,0,Small (<5)
HOSP-29759,2,0,0.0,0.0255,0,0,1.0,1348,1,5,0,0.0,0,Small (<5)
HOSP-74227,2,0,0.0,0.0248,0,0,1.0,837,1,52,0,0.0,0,Small (<5)
HOSP-74236,2,1,50.0,0.85,2,0,0.0,1095,1,23,2,100.0,15000,Small (<5)
HOSP-37533,2,0,0.0,0.0811,0,0,0.0,7998,1,5,2,0.0,0,Small (<5)
HOSP-84840,2,0,0.0,0.3746,0,1,0.0,6423,1,45,2,0.0,0,Small (<5)
HOSP-84853,2,0,0.0,0.0184,0,0,3.0,17759,1,32,0,0.0,0,Small (<5)
HOSP-85005,2,0,0.0,0.0272,0,0,2.0,18210,1,28,0,0.0,0,Small (<5)
HOSP-84219,2,0,0.0,0.0538,0,0,0.0,121,1,39,2,0.0,0,Small (<5)
HOSP-49633,2,0,0.0,0.056,0,0,0.0,169,1,21,2,0.0,0,Small (<5)
HOSP-49693,2,0,0.0,0.0999,0,0,0.0,349,1,49,2,0.0,0,Small (<5)
HOSP-10640,2,0,0.0,0.017,0,0,3.0,34635,1,5,0,0.0,0,Small (<5)
HOSP-10738,2,0,0.0,0.021,0,0,0.5,1852,1,25,2,0.0,0,Small (<5)
HOSP-10783,2,1,50.0,0.5484,0,1,0.0,991,1,34,2,0.0,0,Small (<5)
HOSP-83337,2,1,50.0,0.046,0,0,0.5,359,1,50,2,0.0,0,Small (<5)
HOSP-83353,2,0,0.0,0.2214,0,0,0.0,3207,1,44,2,0.0,0,Small (<5)
HOSP-83472,2,1,50.0,0.768,2,0,0.0,25628,1,3,2,100.0,15000,Small (<5)
HOSP-37214,2,1,50.0,0.3888,0,0,0.0,13373,1,11,2,0.0,0,Small (<5)
HOSP-05263,2,0,0.0,0.1352,0,0,0.0,13751,1,41,2,0.0,0,Small (<5)
HOSP-74305,2,1,50.0,0.3572,0,1,0.0,417,1,10,2,0.0,0,Small (<5)
HOSP-83726,2,0,0.0,0.0342,0,0,0.0,143,1,31,2,0.0,0,Small (<5)
HOSP-83757,2,0,0.0,0.1682,0,0,1.0,23408,1,42,0,0.0,0,Small (<5)
HOSP-83777,2,0,0.0,0.0733,0,0,0.0,109,1,10,2,0.0,0,Small (<5)
HOSP-83906,2,0,0.0,0.0048,0,0,6.0,17254,1,36,0,0.0,0,Small (<5)
HOSP-84047,2,0,0.0,0.0417,0,0,1.0,12079,1,45,2,0.0,0,Small (<5)
HOSP-25722,2,1,50.0,0.8034,2,0,0.0,1015,1,1,2,100.0,15000,Small (<5)
HOSP-25758,2,1,50.0,0.8778,2,0,0.0,1064,1,49,2,100.0,15000,Small (<5)
HOSP-25903,2,0,0.0,0.0676,0,0,1.0,1335,1,31,0,0.0,0,Small (<5)
HOSP-50009,2,0,0.0,0.0194,0,0,1.0,1072,1,42,0,0.0,0,Small (<5)
HOSP-38999,2,0,0.0,0.0664,0,0,0.0,167,1,5,2,0.0,0,Small (<5)
HOSP-39004,2,0,0.0,0.0322,0,0,1.0,1327,1,3,0,0.0,0,Small (<5)
HOSP-39049,2,2,100.0,0.1428,0,0,0.5,114,1,52,2,0.0,0,Small (<5)
HOSP-39085,2,0,0.0,0.0481,0,0,0.0,116,1,11,2,0.0,0,Small (<5)
HOSP-26109,2,0,0.0,0.1237,0,0,0.0,333,1,34,2,0.0,0,Small (<5)
HOSP-82902,2,1,50.0,0.306,0,0,0.0,1017,1,38,2,0.0,0,Small (<5)
HOSP-82920,2,1,50.0,0.6781,0,2,0.0,14115,1,3,2,0.0,0,Small (<5)
HOSP-50192,2,1,50.0,0.0723,0,0,0.0,5771,1,36,2,0.0,0,Small (<5)
HOSP-50202,2,1,50.0,0.831,2,0,0.0,1368,1,5,2,100.0,15000,Small (<5)
HOSP-50337,2,1,50.0,0.8702,2,0,0.0,972,1,44,2,100.0,15000,Small (<5)
HOSP-50351,2,0,0.0,0.0988,0,0,1.0,17406,1,5,2,0.0,0,Small (<5)
HOSP-29156,2,0,0.0,0.0348,0,0,0.0,143,1,31,2,0.0,0,Small (<5)
HOSP-29162,2,0,0.0,0.3752,0,1,0.0,4818,1,10,2,0.0,0,Small (<5)
HOSP-29185,2,1,50.0,0.759,2,0,0.0,15346,1,39,2,100.0,15000,Small (<5)
HOSP-29788,2,1,50.0,0.4884,0,0,0.0,20619,1,3,2,0.0,0,Small (<5)
HOSP-29812,2,1,50.0,0.5816,0,2,0.0,5726,1,17,2,0.0,0,Small (<5)
HOSP-74806,2,1,50.0,0.338,0,1,0.0,446,1,31,2,0.0,0,Small (<5)
HOSP-50368,2,1,50.0,0.0336,0,0,1.0,1043,1,39,0,0.0,0,Small (<5)
HOSP-50431,2,0,0.0,0.0562,0,0,0.0,105,1,16,2,0.0,0,Small (<5)
HOSP-50448,2,0,0.0,0.761,2,0,0.0,11924,2,5,2,100.0,15000,Small (<5)
HOSP-50473,2,0,0.0,0.0142,0,0,3.0,26589,1,21,0,0.0,0,Small (<5)
HOSP-83045,2,0,0.0,0.0326,0,0,0.0,109,1,10,2,0.0,0,Small (<5)
HOSP-82735,2,0,0.0,0.0016,0,0,14.0,26986,1,4,0,0.0,0,Small (<5)
HOSP-26180,2,1,50.0,0.8819,2,0,0.0,916,1,15,2,100.0,15000,Small (<5)
HOSP-26325,2,0,0.0,0.4167,1,0,5.0,6151,1,38,2,50.0,7500,Small (<5)
HOSP-26337,2,0,0.0,0.0146,0,0,6.0,103,1,25,0,0.0,0,Small (<5)
HOSP-16595,2,0,0.0,0.0084,0,0,4.0,55064,1,5,0,0.0,0,Small (<5)
HOSP-75338,2,1,50.0,0.7386,1,1,0.0,564,1,34,2,50.0,7500,Small (<5)
HOSP-75371,2,0,0.0,0.375,0,1,0.0,7980,1,6,2,0.0,0,Small (<5)
HOSP-75417,2,1,50.0,0.7699,1,1,0.0,1341,1,10,2,50.0,7500,Small (<5)
HOSP-75543,2,0,0.0,0.0976,0,0,0.0,127,1,24,2,0.0,0,Small (<5)
HOSP-75626,2,0,0.0,0.0023,0,0,12.0,21537,1,39,0,0.0,0,Small (<5)
HOSP-05301,2,0,0.0,0.0162,0,0,8.5,165,1,33,0,0.0,0,Small (<5)
HOSP-05360,2,0,0.0,0.0156,0,0,1.0,1016,1,37,0,0.0,0,Small (<5)
HOSP-05362,2,1,50.0,0.4022,0,1,0.5,6195,1,10,2,0.0,0,Small (<5)
HOSP-74933,2,1,50.0,0.6809,0,2,0.0,1055,1,50,2,0.0,0,Small (<5)
HOSP-53599,2,0,0.0,0.0134,0,0,5.5,109,1,10,0,0.0,0,Small (<5)
HOSP-53617,2,0,0.0,0.0517,0,0,0.5,120,1,32,2,0.0,0,Small (<5)
HOSP-53619,2,0,0.0,0.0634,0,0,1.0,21638,1,39,0,0.0,0,Small (<5)
HOSP-53741,2,0,0.0,0.0704,0,0,0.0,122,1,3,2,0.0,0,Small (<5)
HOSP-75673,2,0,0.0,0.0166,0,0,1.0,928,1,36,0,0.0,0,Small (<5)
HOSP-75769,2,0,0.0,0.4849,0,0,0.0,1055,1,50,2,0.0,0,Small (<5)
HOSP-29322,2,0,0.0,0.2111,0,0,0.0,5864,1,16,2,0.0,0,Small (<5)
HOSP-29422,2,0,0.0,0.021,0,0,1.0,1358,1,3,0,0.0,0,Small (<5)
HOSP-75155,2,0,0.0,0.0303,0,0,1.0,831,1,52,0,0.0,0,Small (<5)
HOSP-75229,2,0,0.0,0.0198,0,0,1.0,1011,1,4,0,0.0,0,Small (<5)
HOSP-16659,2,0,0.0,0.0526,0,0,0.0,2237,1,10,2,0.0,0,Small (<5)
HOSP-16806,2,0,0.0,0.019,0,0,1.0,1106,1,14,0,0.0,0,Small (<5)
HOSP-03532,2,1,50.0,0.056,0,0,0.0,97,1,1,2,0.0,0,Small (<5)
HOSP-03738,2,0,0.0,0.0387,0,0,4.0,111,1,49,0,0.0,0,Small (<5)
HOSP-82246,2,0,0.0,0.0021,0,0,15.0,30513,1,10,0,0.0,0,Small (<5)
HOSP-82268,2,0,0.0,0.0167,0,0,2.0,20731,1,45,0,0.0,0,Small (<5)
HOSP-26372,2,0,0.0,0.6066,1,0,0.0,3761,1,36,2,50.0,7500,Small (<5)
HOSP-26379,2,0,0.0,0.0158,0,0,1.0,1011,1,34,0,0.0,0,Small (<5)
HOSP-09701,2,1,50.0,0.7802,2,0,0.0,11295,1,14,2,100.0,15000,Small (<5)
HOSP-09765,2,0,0.0,0.0169,0,0,6.0,18809,1,14,0,0.0,0,Small (<5)
HOSP-09806,2,0,0.0,0.2124,0,0,0.0,7493,1,49,2,0.0,0,Small (<5)
HOSP-53273,2,1,50.0,0.5294,0,1,0.0,845,1,16,2,0.0,0,Small (<5)
HOSP-53442,2,0,0.0,0.5671,0,1,0.0,8144,1,15,2,0.0,0,Small (<5)
HOSP-53451,2,0,0.0,0.3702,0,1,0.0,4816,1,15,2,0.0,0,Small (<5)
HOSP-26559,2,0,0.0,0.0249,0,0,0.5,4302,1,10,2,0.0,0,Small (<5)
HOSP-82488,2,0,0.0,0.0252,0,0,1.0,1142,1,45,0,0.0,0,Small (<5)
HOSP-82225,2,0,0.0,0.363,0,0,0.0,9447,1,23,2,0.0,0,Small (<5)
HOSP-50526,2,0,0.0,0.0816,0,0,0.0,7074,1,14,2,0.0,0,Small (<5)
HOSP-50588,2,0,0.0,0.073,0,0,1.0,32208,1,19,0,0.0,0,Small (<5)
HOSP-50594,2,0,0.0,0.003,0,0,39.0,210417,1,50,0,0.0,0,Small (<5)
HOSP-50723,2,1,50.0,0.1992,0,0,2.5,107494,1,22,2,0.0,0,Small (<5)
HOSP-50737,2,0,0.0,0.0236,0,0,9.5,110,1,27,0,0.0,0,Small (<5)
HOSP-50765,2,0,0.0,0.4076,1,0,0.5,438,1,34,2,50.0,7500,Small (<5)
HOSP-10166,2,0,0.0,0.365,0,1,3.0,6343,1,14,1,0.0,0,Small (<5)
HOSP-03899,2,0,0.0,0.048,0,0,15.5,109,1,10,0,0.0,0,Small (<5)
HOSP-04021,2,0,0.0,0.0239,0,0,1.0,30632,1,42,0,0.0,0,Small (<5)
HOSP-04074,2,0,0.0,0.3198,0,1,0.0,3757,1,15,2,0.0,0,Small (<5)
HOSP-04163,2,0,0.0,0.0285,0,0,2.0,46392,1,10,0,0.0,0,Small (<5)
HOSP-81507,2,0,0.0,0.0206,0,0,1.0,1129,1,6,0,0.0,0,Small (<5)
HOSP-76375,2,0,0.0,0.0808,0,0,0.0,4309,1,39,2,0.0,0,Small (<5)
HOSP-76546,2,0,0.0,0.0132,0,0,4.0,24879,1,1,0,0.0,0,Small (<5)
HOSP-76581,2,0,0.0,0.0846,0,0,0.0,167,1,5,2,0.0,0,Small (<5)
HOSP-28716,2,0,0.0,0.3686,0,1,0.0,5683,1,22,2,0.0,0,Small (<5)
HOSP-28750,2,0,0.0,0.0302,0,0,1.0,1370,1,5,0,0.0,0,Small (<5)
HOSP-15932,2,0,0.0,0.0172,0,0,0.0,1561,1,23,2,0.0,0,Small (<5)
HOSP-75795,2,0,0.0,0.0228,0,0,1.0,1099,1,14,0,0.0,0,Small (<5)
HOSP-28852,2,0,0.0,0.0364,0,0,1.0,1004,1,44,0,0.0,0,Small (<5)
HOSP-28990,2,0,0.0,0.2993,0,0,0.0,239,1,45,2,0.0,0,Small (<5)
HOSP-37565,2,0,0.0,0.0261,0,0,1.0,1372,1,33,0,0.0,0,Small (<5)
HOSP-37644,2,0,0.0,0.0282,0,0,1.0,1064,1,19,0,0.0,0,Small (<5)
HOSP-37724,2,0,0.0,0.0645,0,0,0.5,111,1,49,2,0.0,0,Small (<5)
HOSP-13652,2,1,50.0,0.809,2,0,0.0,15345,1,19,2,100.0,15000,Small (<5)
HOSP-13659,2,0,0.0,0.0084,0,0,4.0,27507,1,36,0,0.0,0,Small (<5)
HOSP-53216,2,0,0.0,0.057,0,0,0.0,119,1,14,2,0.0,0,Small (<5)
HOSP-75865,2,0,0.0,0.0423,0,0,1.0,1184,1,45,0,0.0,0,Small (<5)
HOSP-76187,2,1,50.0,0.4788,0,0,0.0,11756,1,41,2,0.0,0,Small (<5)
HOSP-76230,2,0,0.0,0.047,0,0,0.0,109,1,10,2,0.0,0,Small (<5)
HOSP-76325,2,0,0.0,0.752,1,1,0.0,4261,1,11,2,50.0,7500,Small (<5)
HOSP-81598,2,0,0.0,0.0225,0,0,1.0,1004,1,44,0,0.0,0,Small (<5)
HOSP-81829,2,0,0.0,0.2684,0,0,0.0,4184,1,22,2,0.0,0,Small (<5)
HOSP-81876,2,1,50.0,0.6614,0,2,0.0,15818,1,10,2,0.0,0,Small (<5)
HOSP-82143,2,1,50.0,0.7012,0,2,0.0,13715,1,25,2,0.0,0,Small (<5)
HOSP-38660,2,0,0.0,0.0008,0,0,12.0,32321,1,39,0,0.0,0,Small (<5)
HOSP-81433,2,0,0.0,0.0186,0,0,6.0,114,1,34,0,0.0,0,Small (<5)
HOSP-26718,2,0,0.0,0.0375,0,0,0.0,167,1,5,2,0.0,0,Small (<5)
HOSP-52721,2,0,0.0,0.0192,0,0,4.5,6120,1,10,0,0.0,0,Small (<5)
HOSP-52726,2,0,0.0,0.0234,0,0,1.0,1096,1,50,0,0.0,0,Small (<5)
HOSP-52727,2,0,0.0,0.0534,0,0,0.0,167,1,5,2,0.0,0,Small (<5)
HOSP-15935,2,0,0.0,0.1288,0,0,0.0,8570,1,22,2,0.0,0,Small (<5)
HOSP-15939,2,0,0.0,0.0177,0,0,4.0,237102,1,14,0,0.0,0,Small (<5)
HOSP-16002,2,0,0.0,0.0002,0,0,22.0,55854,1,33,0,0.0,0,Small (<5)
HOSP-52980,2,0,0.0,0.1014,0,0,1.0,120,1,6,2,0.0,0,Small (<5)
HOSP-52987,2,0,0.0,0.021,0,0,3.0,17044,1,45,0,0.0,0,Small (<5)
HOSP-26823,2,0,0.0,0.0362,0,0,1.0,1358,1,10,0,0.0,0,Small (<5)
HOSP-26824,2,0,0.0,0.2928,0,0,0.0,6825,1,39,2,0.0,0,Small (<5)
HOSP-81452,2,1,50.0,0.6285,0,2,0.0,10828,1,29,2,0.0,0,Small (<5)
HOSP-03823,2,1,50.0,0.4026,1,0,0.0,355,1,39,2,50.0,7500,Small (<5)
HOSP-03872,2,0,0.0,0.0342,0,0,19.5,121,1,39,0,0.0,0,Small (<5)
HOSP-80922,2,0,0.0,0.0128,0,0,10.0,116,1,36,0,0.0,0,Small (<5)
HOSP-81007,2,0,0.0,0.0337,0,0,0.0,3423,1,5,2,0.0,0,Small (<5)
HOSP-81056,2,0,0.0,0.0953,0,0,16.5,167,1,5,0,0.0,0,Small (<5)
HOSP-81086,2,0,0.0,0.0022,0,0,20.0,158771,1,5,0,0.0,0,Small (<5)
HOSP-77518,2,0,0.0,0.0242,0,0,1.0,1368,1,5,2,0.0,0,Small (<5)
HOSP-28429,2,0,0.0,0.3004,0,0,0.0,2159,1,15,2,0.0,0,Small (<5)
HOSP-28432,2,0,0.0,0.0021,0,0,16.0,186300,1,36,0,0.0,0,Small (<5)
HOSP-28451,2,0,0.0,0.0608,0,0,0.0,1456,1,25,2,0.0,0,Small (<5)
HOSP-76698,2,0,0.0,0.0431,0,0,0.0,120,1,45,2,0.0,0,Small (<5)
HOSP-04981,2,1,50.0,0.5474,0,1,0.0,913,1,18,2,0.0,0,Small (<5)
HOSP-05074,2,0,0.0,0.0377,0,0,0.0,3595,1,6,2,0.0,0,Small (<5)
HOSP-81293,2,0,0.0,0.0457,0,0,0.0,146,1,22,2,0.0,0,Small (<5)
HOSP-38384,2,0,0.0,0.0197,0,0,1.0,1311,1,2,0,0.0,0,Small (<5)
HOSP-27500,2,0,0.0,0.0372,0,0,0.0,167,1,5,2,0.0,0,Small (<5)
HOSP-80817,2,1,50.0,0.4603,0,0,0.0,1368,1,5,2,0.0,0,Small (<5)
HOSP-10458,2,0,0.0,0.0163,0,0,2.0,109,1,10,0,0.0,0,Small (<5)
HOSP-77566,2,1,50.0,0.5542,0,2,0.0,8961,1,6,2,0.0,0,Small (<5)
HOSP-77724,2,0,0.0,0.2022,0,0,0.0,3918,1,49,2,0.0,0,Small (<5)
HOSP-27877,2,0,0.0,0.0229,0,0,1.0,1359,1,5,0,0.0,0,Small (<5)
HOSP-52841,2,0,0.0,0.1183,0,0,2.0,26780,1,11,0,0.0,0,Small (<5)
HOSP-76911,2,0,0.0,0.0532,0,0,0.0,120,1,45,2,0.0,0,Small (<5)
HOSP-76991,2,0,0.0,0.3536,0,1,0.0,7397,1,39,2,0.0,0,Small (<5)
HOSP-50928,2,1,50.0,0.7141,1,1,0.0,12036,1,31,2,50.0,7500,Small (<5)
HOSP-50944,2,0,0.0,0.0232,0,0,3.0,14591,1,5,0,0.0,0,Small (<5)
HOSP-51198,2,0,0.0,0.0066,0,0,5.0,175848,1,8,0,0.0,0,Small (<5)
HOSP-51216,2,0,0.0,0.0038,0,0,7.0,33288,1,10,0,0.0,0,Small (<5)
HOSP-80566,2,0,0.0,0.0025,0,0,12.0,24500,1,23,0,0.0,0,Small (<5)
HOSP-80569,2,1,50.0,0.7472,2,0,0.0,14963,1,5,2,100.0,15000,Small (<5)
HOSP-80740,2,0,0.0,0.027,0,0,0.0,120,1,45,2,0.0,0,Small (<5)
HOSP-80767,2,1,50.0,0.0333,0,0,0.0,2112,1,11,2,0.0,0,Small (<5)
HOSP-27240,2,0,0.0,0.0222,0,0,1.0,1080,1,11,0,0.0,0,Small (<5)
HOSP-27312,2,0,0.0,0.0202,0,0,3.0,31907,1,5,0,0.0,0,Small (<5)
HOSP-27452,2,1,50.0,0.5006,0,0,0.0,9347,1,27,2,0.0,0,Small (<5)
HOSP-27458,2,1,50.0,0.7592,2,0,0.0,1282,1,29,2,100.0,15000,Small (<5)
HOSP-80268,2,0,0.0,0.0368,0,0,0.0,146,1,22,2,0.0,0,Small (<5)
HOSP-51257,2,0,0.0,0.0187,0,0,7.0,119,1,14,0,0.0,0,Small (<5)
HOSP-38088,2,0,0.0,0.0443,0,0,0.0,3195,1,5,2,0.0,0,Small (<5)
HOSP-52326,2,1,50.0,0.5798,0,2,0.0,11263,1,24,2,0.0,0,Small (<5)
HOSP-52352,2,0,0.0,0.0112,0,0,7.5,167,1,5,0,0.0,0,Small (<5)
HOSP-52467,2,0,0.0,0.0471,0,0,0.0,146,1,22,2,0.0,0,Small (<5)
HOSP-52529,2,1,50.0,0.7001,0,2,0.0,16100,1,36,2,0.0,0,Small (<5)
HOSP-52532,2,1,50.0,0.3426,0,0,0.0,1341,1,10,2,0.0,0,Small (<5)
HOSP-28232,2,0,0.0,0.3584,0,1,0.0,527,1,4,2,0.0,0,Small (<5)
HOSP-28360,2,0,0.0,0.1162,0,0,1.0,6323,1,45,2,0.0,0,Small (<5)
HOSP-28541,2,0,0.0,0.0444,0,0,2.0,26243,1,52,0,0.0,0,Small (<5)
HOSP-28630,2,0,0.0,0.032,0,0,1.0,23553,1,5,0,0.0,0,Small (<5)
HOSP-28663,2,1,50.0,0.1014,0,0,0.0,116,1,36,2,0.0,0,Small (<5)
HOSP-51459,2,0,0.0,0.044,0,0,0.0,5293,1,46,2,0.0,0,Small (<5)
